"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-02",,,"0.00","0.0","0.0",,"34","16",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-03",,,"0.00","0.0","0.0",,"53","33",,,,,,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-04",,,"0.00","0.0","0.0",,"61","41",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-05",,,"0.00","0.0","0.0",,"65","44",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-06",,,"0.45","0.0","0.0",,"46","35",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-07",,,"0.07","0.0","0.0",,"44","39",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-08",,,"0.37","0.0","0.0",,"55","32",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-09",,,"0.00","0.0","0.0",,"32","23",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-10",,,"0.00","0.0","0.0",,"35","23",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-11",,,"0.00","0.0","0.0",,"38","30",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-12",,,"0.75","1.2","0.0",,"36","26",,,,,,"    1",,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-13",,,"0.08","0.0","1.2",,"41","33",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-14",,,"0.00","0.0","0.0",,"46","33",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-15",,,"0.00","0.0","0.0",,"59","42",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-16",,,"0.00","0.0","0.0",,"47","32",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-17",,,"0.04","0.0","0.0",,"38","26",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-18",,,"0.09","0.0","0.0",,"42","26",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-19",,,"0.00","0.0","0.0",,"36","23",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-20",,,"0.57","1.3","0.0",,"33","26",,,,,,"    1","    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-21",,,"0.10","0.0","1.2",,"52","33",,,,,,"    1",,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-22",,,"0.00","0.0","0.0",,"44","36",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-23",,,"0.01","0.0","0.0",,"42","32",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-24",,,"0.58","0.0","0.0",,"47","36",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-25",,,"0.00","0.0","0.0",,"43","28",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-26",,,"0.00","0.0","0.0",,"36","25",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-27",,,"0.00","0.0","0.0",,"31","23",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-28",,,"0.03","0.1","0.0",,"37","27",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-01",,,"0.11","1.4","1.2",,"35","26",,,,,,"    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-02",,,"0.53","4.0","3.9",,"41","31",,,,,,"    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-03",,,"0.52","3.0","1.2",,"42","33",,,,,,"    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-04",,,"0.29","2.0","3.9",,"38","28",,,,,,"    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-05",,,"0.00","0.0","2.0",,"32","20",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-06",,,"0.00","0.0","1.2",,"26","19",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-07",,,"0.00","0.0","1.2",,"32","18",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-08",,,"0.00","0.0","0.0",,"39","24",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-09",,,"0.00","0.0","0.0",,"49","34",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-10",,,"0.54","0.0","0.0",,"43","35",,,,,,"    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-11","9.17",,"0.00","0.0","0.0",,"53","39",,"  340","   20","17.0","25.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-12","8.95",,"0.00","0.0","0.0",,"44","34",,"  290","  290","17.0","30.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-13","2.46",,"0.00","0.0","0.0",,"49","32",,"  130","  140","8.1","15.0",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-14","2.91",,"0.00","0.0","0.0",,"57","42",,"  140","  150","10.1","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-15","2.24",,"0.39","0.0","0.0",,"75","49",,"  270","  230","14.1","23.0","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-16","10.07",,"0.00","0.0","0.0",,"58","37",,"  280","  280","19.9","33.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-17","6.26",,"0.00","0.0","0.0",,"45","34",,"  280","  280","14.1","21.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-18","2.01",,"0.00","0.0","0.0",,"46","32",,"  310","  280","10.1","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-19","3.13",,"0.00","0.0","0.0",,"51","35",,"  260","  280","10.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-20","2.91",,"0.00","0.0","0.0",,"53","37",,"  200","  180","10.1","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-21","7.83",,"0.75","0.0","0.0",,"46","41",,"   50","   40","17.0","25.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-22","10.74",,"0.68","0.0","0.0",,"49","38",,"   40","   40","21.0","38.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-23","9.84",,"0.00","0.0","0.0",,"48","35",,"  270","  260","23.0","36.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-24","4.47",,"0.00","0.0","0.0",,"60","38",,"  260","  260","13.0","23.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-25","4.25",,"0.00","0.0","0.0",,"56","42",,"   20","   20","13.0","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-26","7.83",,"0.00","0.0","0.0",,"49","33",,"   10","  360","16.1","25.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-27","4.03",,"0.00","0.0","0.0",,"47","34",,"   30","   20","15.0","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-28","1.57",,"0.00","0.0","0.0",,"53","37",,"  150","  150","8.9","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-29","2.01",,"0.00","0.0","0.0",,"59","49",,"  250","  230","10.1","16.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-30","3.36",,"0.00","0.0","0.0",,"70","52",,"  170","  170","8.9","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-31","5.82",,"0.06","0.0","0.0",,"65","39",,"  290","  290","16.1","28.0",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-01","7.16",,"0.00","0.0","0.0",,"46","33",,"  270","  310","16.1","29.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-02","4.47",,"0.00","0.0","0.0",,"52","39",,"   50","   50","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-03","7.38",,"0.00","0.0","0.0",,"67","41",,"  270","  270","21.9","38.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-04","6.71",,"0.00","0.0","0.0",,"60","44",,"  290","  300","15.0","27.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-05","5.82",,"0.20","0.0","0.0",,"45","38",,"   50","   60","16.1","21.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-06","3.36",,"0.00","0.0","0.0",,"68","39",,"  300","  300","13.0","19.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-07","1.57",,"0.00","0.0","0.0",,"66","51",,"  190","  190","8.9","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-08","3.58",,"0.26","0.0","0.0",,"79","49",,"   50","  250","15.0","23.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-09","2.91",,"0.03","0.0","0.0",,"51","46",,"   90","  140","10.1","17.0","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-10","6.49",,"0.00","0.0","0.0",,"60","45",,"  300","  290","14.1","25.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-11","3.13",,"0.00","0.0","0.0",,"55","40",,"   20","   20","14.1","21.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-12","3.80",,"0.63","0.0","0.0",,"68","46",,"   50","  190","8.9","16.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-13","2.91",,"0.24","0.0","0.0",,"77","59",,"  260","  190","8.9","21.9","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-14","1.57",,"0.01","0.0","0.0",,"73","60",,"  240","  170","8.9","16.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-15","8.50",,"0.96","0.0","0.0",,"65","46",,"  270","  280","23.9","38.9","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-16","9.40",,"0.00","0.0","0.0",,"66","44",,"  280","  270","17.0","31.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-17","3.13",,"0.01","0.0","0.0",,"63","48",,"   50","  190","12.1","16.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-18","3.58",,"0.00","0.0","0.0",,"62","51",,"  130","  140","10.1","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-19","3.36",,"0.01","0.0","0.0",,"80","58",,"  160","  140","8.9","18.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-20","3.80",,"0.70","0.0","0.0",,"64","55",,"  160",,"6.9",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-21","3.36",,"0.00","0.0","0.0",,"66","53",,"  150","  150","10.1","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-22","4.47",,"0.24","0.0","0.0",,"64","52",,"  360","   50","12.1","19.9","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-23","2.01",,"0.08","0.0","0.0",,"77","56",,"  140","  220","8.9","16.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-24","5.82",,"0.00","0.0","0.0",,"69","55",,"  300","  300","15.0","23.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-25","3.36",,"0.02","0.0","0.0",,"66","48",,"   40","   60","10.1","16.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-26","4.92",,"1.03","0.0","0.0",,"59","51",,"   50","  270","14.1","23.0","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-27","6.93",,"0.07","0.0","0.0",,"58","47",,"  270","  290","21.0","34.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-28","3.80",,"0.01","0.0","0.0",,"53","45",,"  360","  360","12.1","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-29","2.68",,"0.01","0.0","0.0",,"60","41",,"  140","  160","10.1","16.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-30","2.01",,"0.04","0.0","0.0",,"60","48",,"   60","   60","10.1","14.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-01","2.46",,"0.00","0.0","0.0",,"56","50",,"  140","  140","8.9","16.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-02","2.68",,"0.01","0.0","0.0",,"78","50",,"  130","  140","12.1","21.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-03","2.46",,"0.06","0.0","0.0",,"56","50",,"   40","   90","8.9","13.0","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-04","1.12",,"0.11","0.0","0.0",,"71","53",,"   50","   80","6.9","11.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-05","7.16",,"1.31","0.0","0.0",,"58","51",,"   50","   50","17.0","25.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-06","4.03",,"0.00","0.0","0.0",,"74","51",,"   40","   40","13.0","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-07","1.34",,"0.11","0.0","0.0",,"70","52",,"  360","  150","8.9","15.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-08","4.47",,"0.00","0.0","0.0",,"71","55",,"   30","   50","10.1","17.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-09","5.59",,"0.00","0.0","0.0",,"61","53",,"   50","   50","16.1","25.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-10","1.57",,"0.04","0.0","0.0",,"73","56",,"  130","  140","10.1","21.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-11","3.13",,"0.04","0.0","0.0",,"69","56",,"  280","  300","10.1","17.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-12","8.50",,"1.32","0.0","0.0",,"59","43",,"   60","   50","18.1","31.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-13","5.59",,"0.70","0.0","0.0",,"48","42",,"   50","   50","15.0","23.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-14","2.24",,"0.30","0.0","0.0",,"52","44",,"  280","  280","8.1","13.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-15","3.80",,"0.01","0.0","0.0",,"69","44",,"  250","  300","10.1","19.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-16","2.68",,"0.12","0.0","0.0",,"73","52",,"  280","  270","13.0","19.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-17","4.92",,"0.03","0.0","0.0",,"76","60",,"  250","  230","13.0","21.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-18","2.68",,"0.00","0.0","0.0",,"75","56",,"  140","  140","8.9","16.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-19","2.91",,"0.06","0.0","0.0",,"76","60",,"  140","  150","12.1","21.9","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-20","5.37",,"0.00","0.0","0.0",,"85","66",,"  240","  210","18.1","32.0","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-21","5.82",,"0.00","0.0","0.0",,"71","56",,"  290","  300","15.0","29.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-22","4.25",,"0.00","0.0","0.0",,"74","54",,"   50","   70","13.0","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-23","4.03",,"0.48","0.0","0.0",,"72","55",,"  240","  230","14.1","19.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-24","7.61",,"0.00","0.0","0.0",,"73","61",,"  300","  320","18.1","32.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-25","4.03",,"0.00","0.0","0.0",,"71","55",,"  150","  150","12.1","21.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-26","4.25",,"0.20","0.0","0.0",,"86","59",,"  280","  260","12.1","19.0","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-27","3.58",,"0.00","0.0","0.0",,"80","64",,"   40","   70","13.0","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-28","4.25",,"0.17","0.0","0.0",,"71","62",,"   60","  150","12.1","18.1","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-29","4.70",,"0.80","0.0","0.0",,"70","56",,"   90","  110","12.1","18.1","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-30","2.01",,"0.95","0.0","0.0",,"70","57",,"  140","  160","8.9","15.0","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-31","2.68",,"0.00","0.0","0.0",,"80","63",,"  250","  290","10.1","15.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-01","2.68",,"0.00","0.0","0.0",,"80","63",,"  150","  150","8.9","16.1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-02","3.80",,"0.86","0.0","0.0",,"81","61",,"  260","  220","12.1","25.1","    1","    1","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-03","5.37",,"0.00","0.0","0.0",,"70","58",,"  280","  270","15.0","23.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-04","3.80",,"0.00","0.0","0.0",,"70","54",,"  250","  240","12.1","23.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-05","4.47",,"0.00","0.0","0.0",,"81","64",,"  230","  240","14.1","25.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-06","4.70",,"0.04","0.0","0.0",,"83","68",,"   50","  270","12.1","21.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-07","2.24",,"0.00","0.0","0.0",,"81","66",,"   60","   20","8.1","13.0",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-08","6.26",,"0.00","0.0","0.0",,"81","63",,"   50","   60","16.1","25.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-09","6.49",,"0.00","0.0","0.0",,"78","60",,"   60","  130","14.1","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-10","6.71",,"0.62","0.0","0.0",,"70","60",,"   50","   50","15.0","19.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-11","6.26",,"0.45","0.0","0.0",,"77","63",,"  300","  280","15.0","25.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-12","4.03",,"0.00","0.0","0.0",,"74","59",,"  140","  160","12.1","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-13","5.82",,"0.60","0.0","0.0",,"65","55",,"   50","   50","21.9","31.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-14","6.04",,"0.00","0.0","0.0",,"73","58",,"  270","  290","17.0","25.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-15","4.47",,"0.00","0.0","0.0",,"81","60",,"  220","  220","15.0","25.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-16","5.14",,"0.04","0.0","0.0",,"80","65",,"  230","  220","15.0","23.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-17","1.34",,"0.00","0.0","0.0",,"76","69",,"   30","   40","10.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-18","1.79",,"0.79","0.0","0.0",,"73","67",,"   60","  160","10.1","14.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-19","2.91",,"0.11","0.0","0.0",,"71","66",,"   70","  140","8.1","13.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-20","3.13",,"0.42","0.0","0.0",,"78","65",,"  240","  230","8.1","14.1","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-21","5.14",,"0.53","0.0","0.0",,"77","65",,"  300","  290","15.0","25.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-22","5.59",,"0.00","0.0","0.0",,"79","61",,"  300","  300","15.0","23.9",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-23","4.70",,"0.00","0.0","0.0",,"83","64",,"  280","  210","12.1","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-24","1.79",,"0.00","0.0","0.0",,"84","67",,"  200","  230","8.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-25","2.01",,"0.86","0.0","0.0",,"84","72",,"  270","  250","8.1","12.1","    1","    1","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-26","3.13",,"0.00","0.0","0.0",,"87","72",,"  250","  220","8.9","15.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-27","2.68",,"0.00","0.0","0.0",,"89","71",,"  230","  300","10.1","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-28","2.46",,"0.00","0.0","0.0",,"89","73",,"  210","  220","10.1","15.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-29","4.70",,"0.08","0.0","0.0",,"91","72",,"  230","  220","14.1","21.9","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-06-30","5.14",,"0.06","0.0","0.0",,"83","69",,"  330","  360","21.0","36.9",,,,,,
